cINSEE;cp;Commune;Departement;Region;Statut;altitude;de Moyenne;population;geo_point_2d;geo_shape;ID Geofla;Code Commune;Code Canton;Code Arrondissement;Code Département;Code Région
40074;40330;CASTEL-SARRAZIN;LANDES;AQUITAINE;Commune simple;41;;0,5;43.6176642945,-0.787879351472;"{""type"": ""Polygon"", ""coordinates"": [[[-0.804995874570536, 43.58753285291344], [-0.810704651290005, 43.59008004531865], [-0.8063538908919751, 43.59959207616261], [-0.7962004061992001, 43.60611809716527], [-0.8060534240329631, 43.62438409832345], [-0.8051835350974661, 43.63108069482471], [-0.799678006940129, 43.64325444505015], [-0.7851690648750681, 43.63637412912252], [-0.7760250671237221, 43.63576450033373], [-0.7613972546026221, 43.62246262939311], [-0.767648844706168, 43.61758880580475], [-0.7700159571493841, 43.60776903298839], [-0.7777940544902051, 43.60446301369808], [-0.780897643704004, 43.598328653834564], [-0.798200629580833, 43.59551772277316], [-0.804995874570536, 43.58753285291344]]]}";13219;74;2;1;40;72
13036;13630;EYRAGUES;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE D'AZUR;Commune simple;41;;4,2;43.84304663,4.84289529399;"{""type"": ""Polygon"", ""coordinates"": [[[4.868541568498931, 43.829842124094206], [4.866882659649567, 43.826638996594355], [4.848424044477682, 43.82372192462631], [4.816337628525253, 43.824585152754494], [4.812735511931513, 43.83723801132698], [4.804018155993367, 43.83723852339624], [4.8015812661519455, 43.84001522376983], [4.802048835275365, 43.846560528355326], [4.805075570230069, 43.85417973009612], [4.843187438504859, 43.86027569847132], [4.8818575971542355, 43.86002067056962], [4.881691065411798, 43.84703411652499], [4.868541568498931, 43.829842124094206]]]}";18752;36;7;2;13;93
33283;33540;MESTERRIEUX;GIRONDE;AQUITAINE;Commune simple;41;;0,2;44.6440577159,-0.0111745984691;"{""type"": ""Polygon"", ""coordinates"": [[[-0.0035053645871120005, 44.63570308899081], [-0.01212924914074, 44.63392784748956], [-0.022826907217401, 44.63883414559646], [-0.028487772752135, 44.63381418797981], [-0.020004993869074002, 44.649515189524664], [-0.010610328748031, 44.65651033341131], [-0.0010776580958770001, 44.65148105105057], [0.00084681011778, 44.63666812189802], [-0.0035053645871120005, 44.63570308899081]]]}";16172;283;32;3;33;72
44077;44440;JOUE-SUR-ERDRE;LOIRE-ATLANTIQUE;PAYS DE LA LOIRE;Commune simple;41;;2,1;47.5092437538,-1.42943494948;"{""type"": ""Polygon"", ""coordinates"": [[[-1.464009701815357, 47.47237876877005], [-1.479271124186513, 47.4724863998101], [-1.482310464416266, 47.47527256126904], [-1.480008292769791, 47.48176273424609], [-1.47005870448944, 47.489385323344635], [-1.473273065427288, 47.49950408226757], [-1.482072662453161, 47.502582670483484], [-1.5076277773063191, 47.50268681139349], [-1.503070020833965, 47.518551424206116], [-1.4981503778122192, 47.51734408082787], [-1.482421131406567, 47.52656999619481], [-1.438791091253628, 47.537987091698184], [-1.434359134324111, 47.54425947667777], [-1.432598791513324, 47.54101773922065], [-1.4132959040465631, 47.536539670094314], [-1.3834956173179132, 47.5395491285453], [-1.373784121707674, 47.53752512242715], [-1.360609219366144, 47.532528814477324], [-1.355120250961227, 47.52675711906599], [-1.364443099030222, 47.51900658148845], [-1.377222816531404, 47.50897958763734], [-1.376538200720167, 47.495256792109835], [-1.38420989693435, 47.491965898911225], [-1.3909722614409001, 47.47907109554637], [-1.400212224391405, 47.477423770060035], [-1.444250758203518, 47.482313527578654], [-1.464009701815357, 47.47237876877005]]]}";12731;77;33;4;44;52
17114;17330;COIVERT;CHARENTE-MARITIME;POITOU-CHARENTES;Commune simple;41;;0,2;46.0673425876,-0.462617046723;"{""type"": ""Polygon"", ""coordinates"": [[[-0.47124731322974606, 46.04867420470829], [-0.49039672365214, 46.054233396472995], [-0.49673370779254605, 46.0592119568272], [-0.49158819696584405, 46.0760369325077], [-0.49084842122946, 46.08416303337826], [-0.461075249895927, 46.07974860356048], [-0.452180984700543, 46.08248943060408], [-0.43632125573915304, 46.07536378723158], [-0.42207536459899203, 46.076822152938654], [-0.418687924384871, 46.07441862322921], [-0.4196651876757, 46.06390662115467], [-0.437726339501731, 46.06636183196249], [-0.44199139390274306, 46.06065308262388], [-0.44147205043880705, 46.050916278528625], [-0.46932287739146206, 46.055304053617625], [-0.47124731322974606, 46.04867420470829]]]}";8785;114;12;5;17;54
59546;59114;SAINT-SYLVESTRE-CAPPEL;NORD;NORD-PAS-DE-CALAIS;Commune simple;41;;1,1;50.7757055306,2.55012081181;"{""type"": ""Polygon"", ""coordinates"": [[[2.562897317580254, 50.76465713404215], [2.5481351636108442, 50.76062953383346], [2.537232554893506, 50.76168415436708], [2.52492186934451, 50.767954543764475], [2.541889704731997, 50.779933651098375], [2.529871407054622, 50.786304141282265], [2.532747215129959, 50.78906050142601], [2.558936278091595, 50.79192842153838], [2.570284850151924, 50.78086032281665], [2.5668195570731163, 50.772450077786814], [2.575250908042011, 50.76934770145703], [2.562897317580254, 50.76465713404215]]]}";32912;546;60;4;59;31
85298;85150;VAIRE;VENDEE;PAYS DE LA LOIRE;Commune simple;41;;1,5;46.6055340621,-1.74863672042;"{""type"": ""Polygon"", ""coordinates"": [[[-1.738991517041972, 46.57625584493275], [-1.752808346398175, 46.58003048200495], [-1.766617703681781, 46.589965037294036], [-1.786056080226408, 46.59287005709628], [-1.7982867824665232, 46.58703533889899], [-1.807888293567609, 46.593812951781985], [-1.800623487479366, 46.60253462086607], [-1.7874048126698212, 46.60625477731291], [-1.78139263344535, 46.61141348744154], [-1.773399871504597, 46.619820740113056], [-1.77124841993618, 46.6294634156647], [-1.7675421484073772, 46.63050185072113], [-1.752866914309744, 46.63099476492384], [-1.69815330439054, 46.615943171971225], [-1.6933720213614492, 46.606659056693005], [-1.7085819765392012, 46.59760922728509], [-1.725727355533996, 46.592969426876486], [-1.734786567747626, 46.585504701545595], [-1.738991517041972, 46.57625584493275]]]}";5329;298;24;3;85;52
29190;29217;PLOUGONVELIN;FINISTERE;BRETAGNE;Commune simple;41;;3,7;48.3513274854,-4.71760872698;"{""type"": ""Polygon"", ""coordinates"": [[[-4.678908087173631, 48.35545447250239], [-4.69843514194519, 48.35108252809691], [-4.699714368817714, 48.33762003164417], [-4.712447926377595, 48.3312653332131], [-4.738620700579816, 48.33167686409708], [-4.764508913186754, 48.32823191350996], [-4.773021927897468, 48.33179420993756], [-4.771505134560757, 48.3351939789306], [-4.745601127847273, 48.34406556128895], [-4.745359949216472, 48.356304007111085], [-4.720559960157852, 48.366687651494416], [-4.710812757822645, 48.36673672207923], [-4.685804269912473, 48.381880648889926], [-4.680656621845376, 48.381293332911525], [-4.6754639041141495, 48.375483937238805], [-4.679968609050487, 48.365663538249066], [-4.678908087173631, 48.35545447250239]]]}";5372;190;39;1;29;53
62388;62140;GRIGNY;PAS-DE-CALAIS;NORD-PAS-DE-CALAIS;Commune simple;41;;0,3;50.3823543208,2.06358217112;"{""type"": ""Polygon"", ""coordinates"": [[[2.063660304129007, 50.37384596424109], [2.051250429225776, 50.379793569509516], [2.061490697286534, 50.39464974038537], [2.077491170066813, 50.377550338815105], [2.063660304129007, 50.37384596424109]]]}";24200;388;39;4;62;31
59300;59247;HEM-LENGLET;NORD;NORD-PAS-DE-CALAIS;Commune simple;41;;0,6;50.2528760846,3.22719072906;"{""type"": ""Polygon"", ""coordinates"": [[[3.232897093917642, 50.24143149720472], [3.2253449055307613, 50.24649188611506], [3.20373914562621, 50.24659238392798], [3.203426242185003, 50.25235752882014], [3.207883381906788, 50.25327493636802], [3.21035755705448, 50.258900626225845], [3.23180929899382, 50.26378263329409], [3.244823552016549, 50.261153537575375], [3.24179842394932, 50.25535902976538], [3.249259442087165, 50.243222252097965], [3.2350939513427, 50.24415701767237], [3.232897093917642, 50.24143149720472]]]}";33411;300;14;2;59;31
59205;59124;ESCAUDAIN;NORD;NORD-PAS-DE-CALAIS;Commune simple;41;;9,1;50.3339160351,3.34129451552;"{""type"": ""Polygon"", ""coordinates"": [[[3.343349731237585, 50.315185902469544], [3.325173171773334, 50.325416621782466], [3.307648717084318, 50.33797719112175], [3.311124571253134, 50.344307004572045], [3.324348694720408, 50.34336616833306], [3.328516717775024, 50.347871095817226], [3.342249400330918, 50.347348959809665], [3.342971399802417, 50.35036356551654], [3.368337345294924, 50.34415846129916], [3.369601074575871, 50.3404646827231], [3.361647001717981, 50.33658276061328], [3.365215818987637, 50.317969240550966], [3.355983278157079, 50.31915444855704], [3.343349731237585, 50.315185902469544]]]}";26305;205;21;6;59;31
62427;62110;HENIN-BEAUMONT;PAS-DE-CALAIS;NORD-PAS-DE-CALAIS;Chef-lieu canton;41;;25,7;50.4092335517,2.95899735168;"{""type"": ""Polygon"", ""coordinates"": [[[2.95770137751542, 50.376536164699914], [2.952474949521831, 50.380816556185906], [2.945636941871918, 50.38135238660216], [2.94175133675714, 50.39049864920744], [2.944174300454018, 50.396290170899604], [2.937019935302608, 50.40099083753852], [2.926766236838628, 50.401317343910165], [2.9216323331281373, 50.40599133707561], [2.924140343932129, 50.410239111206], [2.938649881142203, 50.42355119006104], [2.9429876624250513, 50.43972064059716], [2.953629687473938, 50.43819005798363], [2.958182157993595, 50.440157598681154], [2.963912922775172, 50.44610200599265], [2.962473828319753, 50.45304951118497], [2.972494134448414, 50.461265699286024], [2.973929923912181, 50.45849226345717], [2.982732262809439, 50.45901444484558], [2.976308537229285, 50.453780040417286], [2.976369351879245, 50.444022415831896], [2.9665167958512, 50.441389954092955], [2.951935686779548, 50.43109770086377], [2.970714989762158, 50.42541220354849], [2.977169187771714, 50.41615825427819], [2.973941065155177, 50.40973897411114], [2.979520513963787, 50.40378814198747], [2.989790031190563, 50.39547644855615], [2.993934650649181, 50.38176819169029], [2.972397531345697, 50.380876481526165], [2.95770137751542, 50.376536164699914]]]}";9682;427;89;7;62;31
40224;40300;PEYREHORADE;LANDES;AQUITAINE;Chef-lieu canton;41;;3,5;43.5583873014,-1.10698952951;"{""type"": ""Polygon"", ""coordinates"": [[[-1.099604129414345, 43.54117164624388], [-1.106774293571364, 43.53873809659589], [-1.114216829104616, 43.540284919565345], [-1.13991752667907, 43.54237012374251], [-1.136248602261056, 43.55848429083822], [-1.119745874137238, 43.56968962670413], [-1.116071256239821, 43.575811533900406], [-1.094306559596514, 43.58079736131557], [-1.081358755361088, 43.58397893803994], [-1.086445367266474, 43.5783097031575], [-1.081372035590444, 43.57267147156773], [-1.083681663638692, 43.545934681802535], [-1.086048864906602, 43.542998572195934], [-1.099604129414345, 43.54117164624388]]]}";26157;224;16;1;40;72
40084;40180;CLERMONT;LANDES;AQUITAINE;Commune simple;41;;0,8;43.6485435994,-0.909862046514;"{""type"": ""Polygon"", ""coordinates"": [[[-0.88492489189932, 43.62294284891277], [-0.90378105936578, 43.63178002483811], [-0.9120931187089961, 43.63017469358861], [-0.926538919621366, 43.63917594384793], [-0.931275357933619, 43.648365069551076], [-0.9534376334542171, 43.661002738643845], [-0.949605371008398, 43.67057482942796], [-0.9390750221427411, 43.66346126295064], [-0.9206899711020081, 43.65920708596163], [-0.9189274607159321, 43.65611747981225], [-0.914599647013811, 43.65724644762344], [-0.9078105577431641, 43.66177008895169], [-0.90759540214246, 43.66807516104096], [-0.899434899154204, 43.670530410080545], [-0.8941235798529431, 43.66141453282161], [-0.8851500420959431, 43.66157353812384], [-0.88310347913891, 43.65499812327257], [-0.8878848799960251, 43.64189945526017], [-0.8815678030504951, 43.63672908477934], [-0.88492489189932, 43.62294284891277]]]}";12481;84;12;1;40;72
17187;17500;GUITINIERES;CHARENTE-MARITIME;POITOU-CHARENTES;Commune simple;41;;0,4;45.443029378,-0.511210601117;"{""type"": ""Polygon"", ""coordinates"": [[[-0.51056406654873, 45.42588484480517], [-0.5347830394803921, 45.43736400407131], [-0.526991079572402, 45.44893954537915], [-0.530142499084804, 45.45802523238395], [-0.525640105763944, 45.45932964776987], [-0.48939774180229206, 45.451855515748605], [-0.49086000349371506, 45.4349819683098], [-0.51056406654873, 45.42588484480517]]]}";24563;187;11;1;17;54
37025;37510;BERTHENAY;INDRE-ET-LOIRE;CENTRE;Commune simple;41;;0,7;47.3604120561,0.525356323149;"{""type"": ""Polygon"", ""coordinates"": [[[0.47976113209897503, 47.34435648327171], [0.49435619864036406, 47.35871379163475], [0.522034751170215, 47.366692899302684], [0.563231969876267, 47.37437306922988], [0.566460090293864, 47.36488491762522], [0.5210900299015561, 47.3532889283974], [0.47976113209897503, 47.34435648327171]]]}";24634;25;31;2;37;24
49120;49190;DENEE;MAINE-ET-LOIRE;PAYS DE LA LOIRE;Commune simple;41;;1,4;47.3777256876,-0.609937724094;"{""type"": ""Polygon"", ""coordinates"": [[[-0.5985752400162351, 47.34117826662487], [-0.604054352259202, 47.3467577020544], [-0.59958538810156, 47.353069270581436], [-0.6429617651995, 47.37708449831102], [-0.6266773679398631, 47.39522967638833], [-0.6250871194430461, 47.39800978615345], [-0.615487695666713, 47.40857286283418], [-0.6018848632131141, 47.41454616073153], [-0.599943294518066, 47.40442349177847], [-0.6046610079282011, 47.398392832275896], [-0.602526256822422, 47.38815897987476], [-0.579906653288224, 47.3612112121347], [-0.5985752400162351, 47.34117826662487]]]}";6179;120;8;1;49;52
80029;80820;ARREST;SOMME;PICARDIE;Commune simple;41;;0,9;50.1288264007,1.61923803705;"{""type"": ""Polygon"", ""coordinates"": [[[1.625982314193776, 50.11056137370672], [1.606197083135196, 50.11134435976926], [1.594745501044072, 50.124399594564714], [1.599741915643124, 50.14180977888167], [1.622983905425054, 50.14850341951194], [1.636543465301159, 50.144298500827574], [1.636620517370906, 50.139350402091424], [1.6423236850911112, 50.134078364756654], [1.641396300475115, 50.118610191602116], [1.625982314193776, 50.11056137370672]]]}";20734;29;40;1;80;22
59015;59151;ARLEUX;NORD;NORD-PAS-DE-CALAIS;Chef-lieu canton;41;;2,8;50.2820675827,3.11314479871;"{""type"": ""Polygon"", ""coordinates"": [[[3.132838965932489, 50.26623671320793], [3.107559255019452, 50.26856896453535], [3.07747730100195, 50.27436497406998], [3.062160850308228, 50.2718236580614], [3.061810938012354, 50.27209320021998], [3.084447368146846, 50.278508608046494], [3.087616372992795, 50.28798794013348], [3.094826060697569, 50.29141245104754], [3.121838689105352, 50.29953229114826], [3.132001778838296, 50.29972833413118], [3.135249189444781, 50.28751389606495], [3.14474701828963, 50.28622813166711], [3.145396807748059, 50.28314766322524], [3.130086849253065, 50.269148824048834], [3.132838965932489, 50.26623671320793]]]}";16467;15;1;3;59;31
17210;17240;LORIGNAC;CHARENTE-MARITIME;POITOU-CHARENTES;Commune simple;41;;0,5;45.4601958891,-0.67473411902;"{""type"": ""Polygon"", ""coordinates"": [[[-0.6734063258442541, 45.43869347937548], [-0.683303771633053, 45.439459400255096], [-0.6989160086071761, 45.447968755792374], [-0.7089138121947091, 45.44828745962986], [-0.703694401568394, 45.46508282124751], [-0.6914727950900551, 45.47587051005056], [-0.671427982421618, 45.4850921357923], [-0.648291124800309, 45.474867625355486], [-0.6536812380225441, 45.4703292468767], [-0.6522767919432081, 45.467481413080904], [-0.64100287698305, 45.46317866281028], [-0.655139111508205, 45.441877772126205], [-0.6734063258442541, 45.43869347937548]]]}";20015;210;27;1;17;54
59454;59670;OXELAERE;NORD;NORD-PAS-DE-CALAIS;Commune simple;41;;0,5;50.7807301542,2.4699206565;"{""type"": ""Polygon"", ""coordinates"": [[[2.475087435708663, 50.757417835731744], [2.456083563950634, 50.78142783366152], [2.4670556992452353, 50.799671209472955], [2.481088875209398, 50.78983400836838], [2.475484395596833, 50.75868467321659], [2.475087435708663, 50.757417835731744]]]}";14457;454;16;4;59;31
17444;17460;THENAC;CHARENTE-MARITIME;POITOU-CHARENTES;Commune simple;41;;1,6;45.6757625165,-0.651811940995;"{""type"": ""Polygon"", ""coordinates"": [[[-0.6704675203442431, 45.646140128671114], [-0.6918486644850691, 45.65916081926993], [-0.6857442289512861, 45.671927353117084], [-0.651786033729569, 45.684599831208345], [-0.6480611966780521, 45.69091353115454], [-0.6494953774015021, 45.70796751658592], [-0.634126473308095, 45.713548601569165], [-0.6168335573714141, 45.691542396705515], [-0.629804889972369, 45.67752229308983], [-0.637773310882179, 45.65790213796853], [-0.6527957750786081, 45.65179044740933], [-0.6704675203442431, 45.646140128671114]]]}";34854;444;35;4;17;54
49277;49500;SAINTE-GEMMES-D'ANDIGNE;MAINE-ET-LOIRE;PAYS DE LA LOIRE;Commune simple;41;;1,5;47.6660928171,-0.895241558075;"{""type"": ""Polygon"", ""coordinates"": [[[-0.8736521137516041, 47.63963187457925], [-0.9136707471343941, 47.64602941351653], [-0.9193172813609841, 47.65136437208281], [-0.940654614538157, 47.660172012357016], [-0.9396772973079021, 47.66662158337885], [-0.927873478837796, 47.67155216263941], [-0.9312126191074671, 47.67738773433976], [-0.9243123871692771, 47.68588364317638], [-0.9001988592026351, 47.6937562259651], [-0.8867283438783561, 47.690609379232065], [-0.87015586967375, 47.674316761084754], [-0.8653164674579571, 47.679154004196], [-0.8523888342393791, 47.6732819455967], [-0.849938424595828, 47.659493946819055], [-0.86487489007304, 47.657612797212046], [-0.866684404829383, 47.644494913317786], [-0.8736521137516041, 47.63963187457925]]]}";10238;277;30;4;49;52
17050;17240;BOIS;CHARENTE-MARITIME;POITOU-CHARENTES;Commune simple;41;;0,5;45.4820911995,-0.6152588969;"{""type"": ""Polygon"", ""coordinates"": [[[-0.605210595890676, 45.451706499958064], [-0.609748503248095, 45.45098358183109], [-0.6282940220426031, 45.460606925671364], [-0.64100287698305, 45.46317866281028], [-0.6522767919432081, 45.467481413080904], [-0.6536812380225441, 45.4703292468767], [-0.648291124800309, 45.474867625355486], [-0.6322793019258031, 45.49470472938154], [-0.6307642574484781, 45.50720237570234], [-0.6119799939573121, 45.50380627712327], [-0.604027879915573, 45.507883921104245], [-0.5942141587046711, 45.5073873948991], [-0.5776440194211481, 45.50031812913025], [-0.583523658598555, 45.487556059156056], [-0.5972594957698321, 45.48574631648006], [-0.599525573982397, 45.47919255193636], [-0.5943200292555021, 45.47359955027411], [-0.601761376362559, 45.46151642045757], [-0.605210595890676, 45.451706499958064]]]}";35911;50;27;1;17;54
